"~id","~labels","name","icon","id","type","desc","quality"
"63","Material","虚空黑曜","https://uploadstatic.mihoyo.com/sr-wiki/2023/03/09/187636729/f7a292206fb5cb0269b78ed6aeb3f462_5095284322017804350.png",283,"行迹材料","一块自虚空中捕获的黑质。可中幅提升虚无角色的命途行迹。 漆黑的棱面上甚至反射不出任何倒影。它不仅吸收着光，似乎还夺走了持有者的情绪起伏，只留下淡淡的空洞感。 「......」","三星"
"66","Material","沉沦黑曜","https://uploadstatic.mihoyo.com/sr-wiki/2023/03/09/187636729/0ccd56d2cf73863a9bc5e660d4e41023_1997260432836873904.png",276,"行迹材料","一整块自虚空中捕获的黑质。可大幅提升虚无角色的命途行迹。 意志薄弱之人只是向其棱面送去一瞥，便会在混沌中永世沉沦。 「     」","四星"
"77","Material","掠夺的本能","https://uploadstatic.mihoyo.com/sr-wiki/2023/03/04/190590294/fed20cc1d11dfbcda98063a0051affe7_7696606365758858469.png",77,"角色晋阶材料","微弱的反物质，强化所需的简单材料。 由虚卒·掠夺者体内溢散出微弱反物质，如同破坏本能的具现化。 「它们都在期许着湮灭之刻，与世界一同炼铸、同化。」","二星"
"80","Material","篡改的野心","https://uploadstatic.mihoyo.com/sr-wiki/2023/03/04/190590294/3e3d20c526167d04f081502b7fe020fd_2882335835757163640.png",208,"角色晋阶材料","稀薄的反物质,强化所需的普通材料。 漂浮在虚卒·篡改者周身的的稀薄反物质，正反粒子于此达成了危险的平衡。。 「它们都在期许着湮灭之刻，与世界一同炼铸、同化。」","三星"
"83","Material","践踏的意志","https://uploadstatic.mihoyo.com/sr-wiki/2023/03/04/190590294/626f477f362825cb1bd70d33bda8fe0a_1201597659807529696.png",250,"角色晋阶材料","凝缩的反物质，强化所需的高级材料。 虚卒•践踏者体内高度浓缩的反物质，湮灭之刻正是文明毁灭的号角。 「它们都在期许着湮灭之刻，与世界一同炼铸、同化。」","四星"
"88","Material","谐乐小调","https://uploadstatic.mihoyo.com/sr-wiki/2023/03/09/187636729/a5a534c3bc3bc3e1da29c2f8b64c3912_2587858921966115666.png",165,"行迹材料","不知由谁制作的小巧音乐盒。可小幅提升同谐角色的命途行迹。 播放着轻松欢脱的日常小调。尽管曲调异常简单，但凡是略懂乐理之人都能听出，其作曲者必定是广识天下音律的大师。 「牵起家人的手，让我们一同起舞! 」","二星"
"90","Material","家族颂歌","https://uploadstatic.mihoyo.com/sr-wiki/2023/03/09/187636729/8c311d22a389c7b92189b49be7d63960_8842196801926008816.png",282,"行迹材料","不知由谁制作的音乐盒。可中幅提升同谐角色的命途行迹。 播放着由某只小型乐队合唱的颂歌。至于其歌词中赞颂的是何方神圣？如今早已无从考证。 「吾若贫贱，神主锤炼！吾若富足，神主恩德！」","三星"
"93","Material","群星乐章","https://uploadstatic.mihoyo.com/sr-wiki/2023/03/06/299598919/b21c3175beedb9f938e36024f65aa9dc_4627788546984899461.png",275,"行迹材料","不知由谁制作的音乐盒，结构十分复杂。可大幅提升同谐角色的命途行迹。 「有些天文学家们认为，天体运行犹如复杂的机械结构，日月众星在运转时会发出水晶般悦耳的音符。此所谓「天体谐乐」。」","四星"
"112","Material","青铜的执着","https://uploadstatic.mihoyo.com/sr-wiki/2023/03/09/187636729/75f724d3338b4a9ab37df6ec9badef92_8862894508812537887.png",143,"行迹材料","青铜锤成的古老手盾，工艺粗糙却耐用。可小幅提升存护角色的命途行迹。 传说太古曾有战争浩劫，人们穷尽一切原始的手段，追随神明对抗无可匹敌的兽。 这面盾牌便是那场战争的见证。 「不可抵挡，我等仍尽力抵挡。」","二星"
"114","Material","寒铁的誓言","https://uploadstatic.mihoyo.com/sr-wiki/2023/03/09/187636729/7b93161d68a11552b1e2aca7b4582099_7299076409998962228.png",284,"行迹材料","以未知合金锻造而成的护盾，制作技艺难以复现。可中幅提升存护角色的命途行迹。 虽然体积不小，挥舞起来却轻若无物。遭受冲击，盾面也不留丝毫痕迹。传说太古曾有战争浩劫，神采飞扬的战士们手握发出炽热死线的枪戟与寒铁铸造的护盾，保卫注定沦落的国土。这面盾牌便是那场战争的见证。 「「兵临城下」，雄浑之声说着，「兵临城下」。」","三星"
"117","Material","琥珀的坚守","https://uploadstatic.mihoyo.com/sr-wiki/2023/03/09/187636729/62a14c2c852e3255ffbc0a2def134425_1318217102338337148.png",277,"行迹材料","奇异的大盾，镶嵌着自天外凿取的琥珀，可大幅提升存护角色的命途行迹。 握持盾牌者仿佛被无形的墙垣所保护，无论是装填烈焰的箭矢，还是山峰般巨大的利爪都无法损伤其身。 「万勿逾界。」","四星"
"233","Material","工造机杼","https://uploadstatic.mihoyo.com/sr-wiki/2022/12/04/75216984/e0c5512673b941e9caa0050a650e4d27_641815965238892566.png",537,"角色晋阶材料","仙舟机巧的部件。强化所需的简单材料。 仙舟机巧术的基础。机巧零件最小的单位，拆开它就像在破坏生物的细胞结构。 「博识学会以两百万信用点悬赏无损拆解仙舟偃偶的技术方案。」 「如果你认识螺丝咕姆，这两百万简直白给.....」","二星"
"236","Material","工造迴轮","https://uploadstatic.mihoyo.com/sr-wiki/2022/12/04/75216984/274a0e9236b39379df35bfc5b7cd346c_2706591022173181389.png",538,"角色晋阶材料","仙舟机巧的部件。强化所需的普通材料。 仙舟机巧术的连接件。细密勾连的轮齿微如芥子，却连缀成复杂的机体，令机械灵动如生命。 「其形圆融，取法乎天。其动往复，取法乎道。」","三星"
"239","Material","工造浑心","https://uploadstatic.mihoyo.com/sr-wiki/2022/12/04/75216984/dacaa96e7c9afbfeb7247277dd3e5909_7426947032618974976.png",539,"角色晋阶材料","仙舟机巧的部件。强化所需的高级材料。 仙舟机巧术的中枢。浑仪犹如心窍般翻滚脉动，令机械如活物般思考。 「大人勿惊。拆去其心，便能令他...唔，她？不，令它失却灵智，还形金石。」","四星"
"313","Material","永寿幼芽","https://uploadstatic.mihoyo.com/sr-wiki/2022/12/04/75216984/30a241ca9b2d1e638bed72203ae5d3cb_5636271535035936292.png",535,"角色晋阶材料","古老神物萌发的新芽,强化所需的简单材料。 仙舟长生种「无尽形寿」的源头，「丰饶」神迹的残余。无数岁月前，一位帝皇的长生妄念促成了仙舟舰队渡航天之外海，求取仙方。 「朕欲垂化万世，国祚永延。惜乎天年有尽，人力有穷。故遣天艟九座，飙航天外，谒求仙方。」","二星"
"317","Material","永寿天华","https://uploadstatic.mihoyo.com/sr-wiki/2022/12/04/75216984/1e6d98e20d96c7cfe6acb33b2e255299_6531848850981841021.png",498,"角色晋阶材料","古老神物结成的花朵,强化所需的普通材料。 仙舟长生种「无尽形寿」的源头，「丰饶」神迹的残余。历经坎坷，求药之舟谒见天颜。神明垂迹显化，建木生发。 「新蕊月中落，天华云外香。桂馥吐纳间，鹤发换青髫。」","三星"
"319","Material","永寿荣枝","https://uploadstatic.mihoyo.com/sr-wiki/2022/12/04/75216984/e6854adc322a1d0b10e9968ca0eb4cc2_4798715130197015515.png",536,"角色晋阶材料","古老神物的枯荣之枝，强化所需的高级材料。 仙舟长生种「无尽形寿」的源头，「丰饶」神迹的残余。三灾过后，仙舟生灵涂炭。天人堕魔，苦厄不绝。 「按十王司律令，凡濒陷魔阴者，将受判官勾摄，入幽狱审断。」","四星"
"514","Material","铁狼碎齿","https://uploadstatic.mihoyo.com/sr-wiki/2023/03/04/187636729/24f46689e4514136504e07f9438ba6a3_378940365090301397.png",443,"角色晋阶材料","自动机兵遗留的零碎锯齿，物理属性角色的晋升素材。 据说筑城者曾经的冶金技术能打造出切开磐岩的链锯。这样巧妙的工艺如今已无法复现。 「史瓦罗大佬说那刃片薄得能切进分子间的空隙...分子是什么玩意儿?」","三星"
"529","Material","风雪之角","https://uploadstatic.mihoyo.com/sr-wiki/2023/03/16/187636729/b93446a688f98396db05500855616438_1214164599352046747.png",456,"角色晋阶材料","深寒徘徊者断折的角，冰属性角色的晋升素材。 银鬃铁卫间偶尔会进行一场比斗——在规定时间内带回怪物残躯的一部分。这支冰冷的断角想必就是某场比试的战利品。 「波瓦大臣，这不是雪鹿角，它也不适合挂在地髓壁炉的上边。」","三星"
"558","Material","恒温晶壳","https://uploadstatic.mihoyo.com/sr-wiki/2022/08/17/190590294/0fd4ca3ae36f08151b50a96dfe5de815_2532887625513241022.png",441,"角色晋阶材料","仿佛凝固火焰的滚烫晶体，火属性角色的晋升素材。 自某种跨维度生物的遗骸上截下的奇特晶壳，尽管已不复之前的高热,但它依旧辐射出暖热。 「外面太冷了，但揣上这块宝石，你可以走上很远，去寻找可能还有人类的城市...」","三星"
"587","Material","虚幻铸铁","https://uploadstatic.mihoyo.com/sr-wiki/2023/03/03/190590294/a59274d66065783333b5895d6900c41f_34276618661389881.png",478,"角色晋阶材料","虚卒·践踏者的蹄铁，量子属性角色的晋升素材。 反物质军团麾下的践踏者在毁灭后有极低概率留下这种蹄铁。没有观测者时，它会在有/无两种状态间波动。 「这个实验的名字？就叫践踏者的蹄铁......」","三星"
"602","Material","往日之影的雷冠","https://uploadstatic.mihoyo.com/sr-wiki/2023/03/03/190590294/af2338ad3f2f1ecc754a4c54d2b0c15c_7107005452406062996.png",477,"角色晋阶材料","守护者之影佩戴的头饰，雷属性角色的晋升素材。 往昔守护者的身影消散后残留的饰物，仿佛在掌心中诉说着永冬之城的过去。 「铁腕的斯维特兰娜——她的怒火震耳如惊雷，她的责罚迅疾如闪电。」","三星"
"617","Material","暴风之眼","https://uploadstatic.mihoyo.com/sr-wiki/2023/03/03/190590294/e5e4bc1b7faffba1cef1a77e12a7ecb6_3669285450825481366.png",479,"角色晋阶材料","兴风者残留的箭簇，风属性角色的晋升素材。 裂界创造的以某种虚卒为原型的怪物所留，螺旋气流的中心，一截箭簇隐约可见。 「于裂界销殒者，必将于裂界重生。」","三星"
"660","Material","深邃的星外质","https://uploadstatic.mihoyo.com/sr-wiki/2023/03/10/190590294/33b45701e9b66d1de0234a872632e240_2941867344615754208.png",398,"角色晋阶材料","开拓者的晋升素材。 从至高存在中剥离，倒映着万变幻影的深邃棱晶。在每一个棱面上，逝去之物和未来之物闪烁着，想要将观测者吞没。 「文明就像混沌黑暗的深海之上，那薄薄的一层冰。」","三星"
"773","Material","往日之影的金饰","https://uploadstatic.mihoyo.com/sr-wiki/2023/03/03/190590294/6e4b613baa38e0777a57df9cc3676dab_68778693556356258.png",457,"角色晋阶材料","蚕食者之影佩戴的头饰，虚数属性角色的晋升素材。 往昔守护者的身影消散后残留的饰物，仿佛在掌心中诉说着永冬之城的过去。 「慈母阿丽娜——她的慈爱广博如深空，她的仁善闪耀如黄金。」","三星"
"816","Material","苦寒晶壳","https://uploadstatic.mihoyo.com/sr-wiki/2022/12/04/75216984/24cd3a20b37ab3610b80d9bced3b3005_3517809663361529425.png",532,"角色晋阶材料","散发着冷厉嗡鸣的寒冻晶体，冰属性角色的晋升素材。 自某种跨维度生物的遗骸上截下的奇特晶壳，尽管已不复之前的极寒，但它依旧颤动着，汲取周遭的热量。 「没人考虑过把它卖去空调还没发明出来的世界吗？这玩意不但冷，声音也和空调外机一样聒噪。」","三星"
"845","Material","黑塔的手稿:《作者序》","https://uploadstatic.mihoyo.com/sr-wiki/2022/05/25/103492603/8522e38599936a1f7f362236695ef4eb_6889855121562723509.png",78,"任务道具","","三星"
"846","Material","矿工病诊断书","https://uploadstatic.mihoyo.com/sr-wiki/2022/05/25/5627372/f49ab9a07d6e82785f6215379d6d4a08_6003412849487366183.jpg",80,"任务道具","","三星"
"847","Material","星琼","https://uploadstatic.mihoyo.com/sr-wiki/2022/08/23/2563764/5776b2f73f6e97e384ad7803a5740f6e_2091052454173527234.png",84,"其他材料","如同流星般划过夜空的珍贵光芒，在它熄灭前抓住它，然后换些什么吧? 「听说那是智慧生命的愿望化成了流光。尽管在时间的洪流中转瞬熄灭，但它也照亮了片刻黑暗，对吧? 」","五星"
"848","Material","里程","https://uploadstatic.mihoyo.com/sr-wiki/2022/08/23/2563764/16985010b97ae9ef2d8c48ee14f2f607_5373725785054488577.png",85,"其他材料","前进的纪录，开拓的度量。累计里程后可以提升开拓等级。 「我来，我见，我开拓。」","一星"
"849","Material","黑塔的手稿:《博识学会》","https://uploadstatic.mihoyo.com/sr-wiki/2022/05/25/103492603/8522e38599936a1f7f362236695ef4eb_6432651887449141961.png",86,"任务道具","","三星"
"850","Material","星神","https://uploadstatic.mihoyo.com/sr-wiki/2022/05/25/293404105/8522e38599936a1f7f362236695ef4eb_4546522451364904154.png",92,"任务道具","","三星"
"851","Material","卡利白秘方","https://uploadstatic.mihoyo.com/sr-wiki/2022/05/25/5627372/f49ab9a07d6e82785f6215379d6d4a08_4296571198221097169.jpg",94,"任务道具","空间站「黑塔」冒险任务 -触不可及 末尾通过任务流程获得","三星"
"852","Material","关于梦境分析","https://uploadstatic.mihoyo.com/sr-wiki/2022/05/26/143447877/b6c6ad83a1dbc10a763ee505d82d5de0_8981048893225259370.png",95,"任务道具","","三星"
"853","Material","黑塔的手稿:《星际和平公司》","https://uploadstatic.mihoyo.com/sr-wiki/2022/05/26/103492603/8522e38599936a1f7f362236695ef4eb_6612237422854812352.png",96,"任务道具","","三星"
"854","Material","一次性动力臂","https://uploadstatic.mihoyo.com/sr-wiki/2022/09/06/214441058/8b7ee1d58d929ff8bdc8e8dce26e603c_7370666337753545463.png",100,"消耗品","传说「帝皇」鲁珀特一世获得了自由意志后,它所做的第一件事就是运用身边能找到的有用零件,结合它对有机生命的无限怒火，创造出了强而有力的动力手臂。在推导出「反生命方程」之前,「帝皇」的军队以其可怕的机械武装将战火燃遍宇宙。 「仅仅拥有技术是没用的。想要发明创造，你必须点燃一丝...激情。」","四星"
"855","Material","露比冲剂","https://uploadstatic.mihoyo.com/sr-wiki/2022/05/26/83657908/70fd1608e10f94d7007a1209d5fbbb26_1690561803573985444.png",109,"消耗品","使用后我方全体在下次战斗中速度提高8%，效果命中提高20%。","四星"
"856","Material","愈合喷剂","https://uploadstatic.mihoyo.com/sr-wiki/2022/05/26/83657908/075fb7ac312708768669153c1ff4fc7d_2871140223281847852.png",111,"消耗品","使用后立即为指定我方单体回复等同于自身生命上限30%+600的生命值。","三星"
"857","Material","惩戒能量","https://uploadstatic.mihoyo.com/sr-wiki/2022/05/26/83657908/2a6797e7158bafa4b28ca8ed39ce0e31_5693000671688858939.png",112,"消耗品","使用后立即为我方恢复4点秘技点，并使我方全体消耗等同于各自生命上限15%的生命值","二星"
"858","Material","大宇宙炒饭","https://uploadstatic.mihoyo.com/sr-wiki/2022/05/26/83657908/50a6b5fd1f252f7637c17c761d40fe77_5902329140631130149.png",113,"消耗品","使用后立即为指定我方单体回复等同于自身生命上限24%的生命值，并额外回复300点生命值。 一碗金黄的炒饭，色香味俱全。","二星"
"859","Material","未熄的星芒","https://uploadstatic.mihoyo.com/sr-wiki/2023/03/14/190590294/7c97b9418622de07ae062b078aaa25fe_5769053917193996283.png",114,"其他材料","落地的流光凝固成了灿然生辉的宝石。 「其价值依旧不可估量。」","五星"
"860","Material","未熄的余烬","https://uploadstatic.mihoyo.com/sr-wiki/2023/03/14/190590294/23739e160d64a6a17a4a0832652513b3_6722751717440249504.png",115,"其他材料","落地的流光冷却成了叹息的余烬。 「至少它曾燃烧过。」","四星"
"861","Material","惩戒粮食","https://uploadstatic.mihoyo.com/sr-wiki/2022/05/26/83657908/4ccb0474973a59abde422ee82bffe152_643695255797267466.png",116,"消耗品","使用后立即为我方恢复2点秘技点，并使我方全体消耗等同于生命上限15%的生命值。","一星"
"862","Material","一次性防护壁","https://uploadstatic.mihoyo.com/sr-wiki/2022/05/26/83657908/f4518374c8bf4c442ea095ff9a5e8a1d_3471487997199220039.png",119,"消耗品","使用后我方全体在下次战斗中防御力提高15%，效果抵抗提高10%。","三星"
"863","Material","难吃的炒饭","https://uploadstatic.mihoyo.com/sr-wiki/2022/05/26/83657908/0d99e82ed4ce8a2c4a75e178808be720_949150941198459248.png",121,"消耗品","—碗金黄的炒饭，味道很怪，吃它仿佛是某种惩罚游戏。望着它时，你获得了决心。 「当然，我们也可以随便地做一碗炒饭......」","二星"
"864","Material","稀薄以太","https://uploadstatic.mihoyo.com/sr-wiki/2022/11/30/75216984/579181c531e41c92cbf757ec1695b4ca_5206561350516007922.png",128,"经验材料","光锥的强化材料，可以获得500点光锥经验。 本不应存在于现实的假想介质，创造光锥的基本原料。 将之注入光锥，能令封装其中的事象更为清晰。 「原来如此，流光忆庭的『意质』就是这东西，怪不得忆者能携带记忆进行星际旅行。」","二星"
"866","Material","漫游指南","https://uploadstatic.mihoyo.com/sr-wiki/2022/08/29/308422772/ac71b44cb9e479dd3c78521fcb0519db_2652474107515380346.png",130,"经验材料","角色的经验材料，可以获得20000点角色经验。 跨越诸界必备的冒险丛书。按下阅读键，充满磁性的声音将以你能听懂的语言讲述知名冒险家们在不同世界间的传奇经历，以及他们在各个星球上获得的珍贵智慧。 「漫游指南全新书系《星际美食烹饪导览》开售在即，敬请支持。」 「投稿请接入博识学会心灵通感信标23θ联络员，稿酬可以以您接受的任何形式支付。」","四星"
"867","Material","旅情见闻","https://uploadstatic.mihoyo.com/sr-wiki/2022/12/04/75216984/c8a77c28d46f4f7ff8b7ea66d0351fa8_3640807413384807023.png",131,"经验材料","角色的经验材料，可以获得1000点角色经验。 记录旅途见闻的日志，字迹漫漶不清，内容随心所欲，对你并没有太大的帮助。 「看完了就赶紧把这堆废纸处理掉吧，丹恒?」","二星"
"868","Material","冒险记录","https://uploadstatic.mihoyo.com/sr-wiki/2022/12/04/75216984/c589d2e31a1b91f7be8e74cefaf26e79_4181829845692733380.png",132,"经验材料","角色的经验材料，可以获得5000点角色经验。 装订严整，一看就颇有教育意义的冒险札记。图文并茂地描述了冒险行动的始末、有价值的信息和生存相关的技巧。 「干嘛不数据化放进光刻片里?便携多了。」 「面对恒星风暴和中子流喷发时，高科技比你想象的还要脆弱。何况，制作这本书的人一定希望人们用最简单的方式阅读它。」","三星"
"870","Material","遗失碎金","https://uploadstatic.mihoyo.com/sr-wiki/2022/05/26/76953456/9d90978e4ea065defbf917bf0d7cca3d_8634536193588957606.png",135,"经验材料","遗器的高阶强化材料。 被精心收集的裂界尘埃，有着不规整的外形。条件正确即可表达成特定的遗器形态。 「若群星回归正确的位置...哈，开个玩笑。」","三星"
"875","Material","地火组织的宣传单","https://uploadstatic.mihoyo.com/sr-wiki/2022/05/26/293404105/1ec43a6958e7d76a8c1c08e87dfbaac3_2135823646920844505.jpg",144,"任务道具","","三星"
