"~id","~labels","destiny","name","icon","id","big_pic","quality","desc"
"126","Light_cones","巡猎","论剑","https://act-upload.mihoyo.com/sr-wiki/2023/04/23/288909604/e59a9461b4e9b49fef5cd161a58fe83c_7908377394686813154.png",316,"https://uploadstatic.mihoyo.com/sr-wiki/2022/08/26/214441058/172c2c11b85b3c8ad4a9acf839f1c822_8606791331388480799.png","四星","少女不解地比划着手中的细剑。自己的剑要双手才能挥舞，这样的剑也能算剑?这样的剑也能杀敌？剑的主人倒是对此毫不在意，毕竟——杀不杀敌又不在剑，全在心。用的重剑还是细剑，又有什么区别。"
"133","Light_cones","毁灭","天倾","https://uploadstatic.mihoyo.com/sr-wiki/2022/08/26/214441058/b6fd9a4431fd3e930b21bfda3884e95a_1116873662782404820.png",323,"https://act-upload.mihoyo.com/sr-wiki/2023/04/23/214441058/e84ab637e363175ea7d678892352b3e3_3516138276561254842.png","三星","自时光中凝取的稀薄力量。正是所有微不足道的刹那，编织成了壮绝的命运。「万物的消逝就像其诞生一样自然，时间冲刷之下，一切有形之物都将焚为劫灰。」"
"140","Light_cones","毁灭","乐圮","https://uploadstatic.mihoyo.com/sr-wiki/2022/08/26/214441058/4c21619d5c6da1b91cdf3988e4271e38_5136605109291904647.png",324,"https://act-upload.mihoyo.com/sr-wiki/2023/04/23/214441058/223e119396afe44301dde68232b8512c_7854955745460383686.png","三星","自时光中凝取的稀薄力量。正是所有微不足道的刹那，编织成了壮绝的命运。「有能力摧毁某样事物的人，才是它真正的掌控者。」"
"147","Light_cones","智识","灵钥","https://uploadstatic.mihoyo.com/sr-wiki/2022/08/26/214441058/aef0bcf91a7bc19eacdbbb840a566cd5_3616243833527089287.png",325,"https://act-upload.mihoyo.com/sr-wiki/2023/04/23/214441058/9cb5677a074df722b488720ce8ecc2bf_8275064371152790308.png","三星","自时光中凝取的稀薄力量。正是所有微不足道的刹那，编织成了壮绝的命运。「知识永远在那门后，而大门的钥匙也不由谁赏赐。谁最想要它，谁就能拥有。」"
"154","Light_cones","巡猎","锋镝","https://uploadstatic.mihoyo.com/sr-wiki/2022/08/26/214441058/3741c377b76d70d7ff7e1090322c5b6f_573968269338747080.png",326,"https://act-upload.mihoyo.com/sr-wiki/2023/04/23/214441058/23b0d1ac5499328a6bafc0498c7417c7_1402826591839647577.png","三星","自时光中凝取的稀薄力量。正是所有微不足道的刹那，编织成了壮绝的命运。「飞矢在弦、挽弓逐鹿的那一刻，猎人的双眸最为清澈。」"
"161","Light_cones","巡猎","离弦","https://uploadstatic.mihoyo.com/sr-wiki/2022/08/26/214441058/7a4ef77a86f3d9698162cbbf43ebe39b_1231368233417073474.png",327,"https://act-upload.mihoyo.com/sr-wiki/2023/04/23/214441058/5f214bfd4260a0cf002658905e77bb05_5284834608698703394.png","三星","自时光中凝取的稀薄力量。正是所有微不足道的刹那，编织成了壮绝的命运。「战事已经开始，必须给箭矢找到下一个目标。」"
"168","Light_cones","智识","智库","https://uploadstatic.mihoyo.com/sr-wiki/2022/08/26/214441058/db268078abf176b92761082c898c74f6_6324390636099990616.png",328,"https://act-upload.mihoyo.com/sr-wiki/2023/04/23/214441058/a2798cd2cc9f868243da57af81ecfb9e_7429983506208527254.png","三星","自时光中凝取的稀薄力量。正是所有微不足道的刹那，编织成了壮绝的命运。「人类行将灭绝。而图书馆会存在下去:青灯孤照，无限无动，藏有珍本，默默无闻，无用而不败坏。」"
"175","Light_cones","同谐","轮契","https://uploadstatic.mihoyo.com/sr-wiki/2022/08/26/214441058/6a590377472413e93bed8f254840ee95_8813678829921502533.png",329,"https://act-upload.mihoyo.com/sr-wiki/2023/04/23/214441058/3a4f8e49efa7c445c77e8360baaf5faf_2910680982602389413.png","三星","自时光中凝取的稀薄力量。正是所有微不足道的刹那，编织成了壮绝的命运。「没有比这更和谐的声响，人人各就其位，庞大的机器应声而动。」"
"182","Light_cones","同谐","齐颂","https://uploadstatic.mihoyo.com/sr-wiki/2022/08/26/214441058/a0e33307479d3d2f6c4052f87273742a_495707204067447655.png",330,"https://uploadstatic.mihoyo.com/sr-wiki/2022/08/26/214441058/e54d54147da0b49fbbc3d640bd10581b_8410881853480998016.png","三星","自时光中凝取的稀薄力量。正是所有微不足道的刹那,编织成了壮绝的命运。「合指为拳，众志成城。我献出自我，而后收获更高之物一一我们。」"
"189","Light_cones","存护","琥珀","https://uploadstatic.mihoyo.com/sr-wiki/2022/08/26/214441058/455562fd29b975988b00574be088a092_7038680443277840142.png",331,"https://act-upload.mihoyo.com/sr-wiki/2023/04/23/214441058/eab7d2491c6398e4ba9641f0965975d6_2809934686583291492.png","三星","自时光中凝取的稀薄力量。正是所有微不足道的刹那,编织成了壮绝的命运。「只有不受时光局限的事物，才能在时光中长生久传。」"
"196","Light_cones","虚无","渊环","https://uploadstatic.mihoyo.com/sr-wiki/2022/08/26/214441058/ee097daf30ac3b82ebfc402e86fdea16_8769133387003716326.png",332,"https://act-upload.mihoyo.com/sr-wiki/2023/04/23/214441058/e1c8209b74d643ddf6000acaf089e518_2991341020986122207.png","三星","自时光中凝取的稀薄力量。正是所有微不足道的刹那，编织成了壮绝的命运。「逃亡者试图摆脱过去的幻影，他以为这痛苦无人能懂。直到他抬起头，未来的自己正睁着可怖的双眼。」"
"203","Light_cones","虚无","幽邃","https://uploadstatic.mihoyo.com/sr-wiki/2022/08/26/214441058/1dd9868815d8d047e80eb8df7b26f44d_8650289934785145895.png",333,"https://act-upload.mihoyo.com/sr-wiki/2023/04/23/214441058/d2015574b914aa427b896489f468e5e1_5091647436959928616.png","三星","自时光中凝取的稀薄力量。正是所有微不足道的刹那，编织成了壮绝的命运。「他凝视着那轮空洞，它犹如在万物终末时高悬的漆黑太阳，又像是一张解答一切疑问的口——那张口说道:▊▊▊ ▊ ▊▊▊ ▊▊这答案无法以任何人类的语言诠释，却能被所有人听懂。」"
"210","Light_cones","存护","戍御","https://uploadstatic.mihoyo.com/sr-wiki/2022/08/26/214441058/9d5d6a13cdd3f37ec1dd786cffcef9a1_7171408403708928969.png",334,"https://act-upload.mihoyo.com/sr-wiki/2023/04/23/214441058/05fbac65966756f6ae75e83524a0be4c_3106027744759853905.png","三星","自时光中凝取的稀薄力量。正是所有微不足道的刹那,编织成了壮绝的命运。「城墙后坚强的民众，证明了防御也是一种取胜手段。」"
"217","Light_cones","丰饶","物穰","https://uploadstatic.mihoyo.com/sr-wiki/2022/08/26/214441058/ddf01515f63426ea04ae807e4c80bfbd_600220384768444495.png",335,"https://act-upload.mihoyo.com/sr-wiki/2023/04/23/214441058/50bd640d5f3b5ed2152d3504803424a5_2001192083417180762.png","三星","自时光中凝取的稀薄力量。正是所有微不足道的刹那，编织成了壮绝的命运。「生命就是有序度超越了某个阈值的存在。它的诞生便是对死寂宇宙的最终解答，宣告着古老混沌的时代一去不返。」"
"224","Light_cones","丰饶","嘉果","https://uploadstatic.mihoyo.com/sr-wiki/2022/08/26/214441058/e3a8b11095d09ffd30a384edb30c53e1_7115258679854828674.png",336,"https://act-upload.mihoyo.com/sr-wiki/2023/04/23/214441058/b3a98a31f4cecc22bab42aef447c2d3a_3748841858407363944.png","三星","自时光中凝取的稀薄力量。正是所有微不足道的刹那，编织成了壮绝的命运。「口渴时，万物总是甜的。J"
"231","Light_cones","丰饶","同一种心情","https://act-upload.mihoyo.com/sr-wiki/2023/04/23/288909604/3db1adccf735651ef7ad4f0471490221_8921754694445153737.png",360,"https://uploadstatic.mihoyo.com/sr-wiki/2022/09/06/75216984/b8acd322a9b14dd1eca7a897c7ca6775_6740596777600865059.png","四星","医生找到女孩时,她受了伤,却仍紧紧抱着停止运转的机器，口袋里装满了翻找来的各种零件。她赶紧把女孩带回了诊所,给伤口上好药。汗珠从脸颊旁滑落,女孩虽然一言不发，手却一刻不停。医生知道,此时女孩的眼中只有那台机器，就像自己面对着等待救治的病人。因此她没有出声安慰,也没有提醒她往后要小心一些，只是坐在女孩身边，静静陪伴着她。"
"241","Light_cones","同谐","但战斗还未结束","https://uploadstatic.mihoyo.com/sr-wiki/2022/05/31/77234787/0ff1702b1afcb8f1dc72beac5cfe6d6c_7815089831769904534.png",362,"https://act-upload.mihoyo.com/sr-wiki/2023/04/23/214441058/877f0fc7c2920e901dc27c9996919643_4662431852297315806.png","五星","「记住,和那些怪物的战争，是不能靠撤退打赢的。」「我们的身后就是贝洛伯格，我们就是最后一道钢铁防线，......」「只有我们，绝不能退!」她抬起头,前方是寒天，是冻土，是一望无际的风雪。一切如常。唯独那个她一直注视着的背影，不在了。"
"248","Light_cones","毁灭","无可取代的东西","https://uploadstatic.mihoyo.com/sr-wiki/2022/05/28/77234787/30141f0d649c2f16f6156a0f6a7d3500_3601729372944208751.jpg",384,"https://act-upload.mihoyo.com/sr-wiki/2023/04/23/214441058/342476924c7f81d95de48b2aac60f307_5956386407424996112.png","五星","「史瓦罗，如果有一天我也不在了，这个数据库就拜托你了。」(是谁...为什么我的记录里会有这样的留声.…....)「史瓦罗，你有什么觉得无可取代的东西么?」(无可取代...坏掉的零件...只要替换掉就好..….....)「史瓦罗,总有一天你会找到的。」(那种东西...只会是个麻烦.......)「到了那个时候…你就离开这里吧。」"
"255","Light_cones","存护","制胜的瞬间","https://act-upload.mihoyo.com/sr-wiki/2023/04/23/288909604/63f0526a33f937cba2e6a26c69a0453c_8940600272974158516.png",388,"https://act-upload.mihoyo.com/sr-wiki/2023/04/23/214441058/eac557fa94b8f53d2d7c2df6e46ae9f8_7449344295884046153.png","五星","「输了想哭就哭吧，杰帕德。」「但哭着也要站起来，直到你能赢过我...无论需要五年还是十年。」几年后,小男孩不再哭鼻子，也不再输给姐姐。如今在战场上，无论以何种姿态，骁勇无畏的银鬃铁卫戍卫官总会坚守至最后——只为找到彻底摧毁敌人的一瞬。"
"262","Light_cones","智识","银河铁道之夜","https://uploadstatic.mihoyo.com/sr-wiki/2022/08/26/214441058/c3eb2a5c631d5a9a6c8f0557daba1abc_6820284773822477586.png",390,"https://act-upload.mihoyo.com/sr-wiki/2023/04/23/214441058/0ed5566061c9d575663da752507b5335_4912868655881342050.png","五星","若是担心脚下，只需再度抬头凝望，当繁星温柔地注视，心已乘风而上。每一个念想，每一声低语。都化作生命中的承载，再不会失去。"
"269","Light_cones","存护","朗道的选择","https://act-upload.mihoyo.com/sr-wiki/2023/04/23/288909604/c3549f42391ed39528c223762a605612_6617000146091259338.png",419,"https://uploadstatic.mihoyo.com/sr-wiki/2022/08/26/214441058/b111d7cf145fbf34f556ac9dac23c71f_37578542572236982.png","四星","「听见没，明天不准去了！和几个平民混在一起能学些什么好的？」「但他们说的那些贝洛伯格故事，我都没听过...」她拉过还想辩解的弟弟，把他挡在身后。「你们是朗道的一员。特别是你，希露瓦，总有一天你也要做出选择。」她知道弟弟什么都没做错，但她不知道该怎么反驳。生了一天的闷气后，她暗自下定决心。「我会长大，总有一天我也能选择……」「我自己的选择。」"
"276","Light_cones","丰饶","暖夜不会漫长","https://act-upload.mihoyo.com/sr-wiki/2023/04/23/288909604/8aba345258d5e65a655026c57d367df6_8770046218708904591.png",541,"https://uploadstatic.mihoyo.com/sr-wiki/2022/10/29/26436641/a01a0505c0c8f1ee2d11fd3ff059bf0a_884644440175005767.png","四星","点一盏灯，捧一杯暖呼呼的巧克力，看着身旁的朋友。看着她阅读自己送的书和笔记。看着她露出平时见不到的笑容。在寒冷的夜晚，一点小小的幸福便能驱散寒意。"
"283","Light_cones","存护","这就是我啦！","https://act-upload.mihoyo.com/sr-wiki/2023/04/23/288909604/6bf95e149a50eb30aa73e55e6cac71ea_7771201821614161187.png",542,"https://uploadstatic.mihoyo.com/sr-wiki/2022/10/29/26436641/f6fec3ba19b50c4c795cc05adcaaedbd_7164205124647653667.png","四星","少女穿什么都很可人，但她似乎仍不满意，身后堆叠的衣服不下十几套。 「今天会是最后一次么？」她默默地想着，抬头看向镜中的少女，今天的她好像格外开心。「好啦！这就是我啦！」"
"290","Light_cones","虚无","后会有期","https://act-upload.mihoyo.com/sr-wiki/2023/04/23/288909604/1809d5835d8abf2027dc8054b57cce12_2838048902112011082.png",543,"https://uploadstatic.mihoyo.com/sr-wiki/2022/10/29/26436641/0cccfe7242043c1f8ae0e7458b298709_6491351911691847462.png","四星","她曾怀疑那是某种程式，不然怎会不知疲倦。但程式不会主动舍弃最优方案，绕过她布下的陷阱。「看来我们要打一场持久战。」 她打了个哈欠。「早点睡吧，有机生命应当珍惜梦境。」周围暗了下来。她突然惊醒，但数据的残渣已被扫去，烧毁，好像一场梦——除了那初尝失败的滋味是如此真实。"
"297","Light_cones","同谐","镂月裁云之意","https://act-upload.mihoyo.com/sr-wiki/2023/04/23/288909604/225f632897b42ade1feebc2c5c1262be_8333715399872944180.png",544,"https://uploadstatic.mihoyo.com/sr-wiki/2022/10/29/26436641/3212c7f5e72ad37e3073948e7b4afb10_5989305173843250956.png","四星","他一眼便相中了那件金器，正要买下，狐人少女却将他拉入一隅，悄声说到： 「请恩公晚上再光临本铺，到时再做决定不迟。」夜晚，他如约而至。开门的又是那狐人少女，盈盈一笑。「请恩公随我来。」只见一线月光刻入錾金盘底。工匠以线条之深浅勾勒花瓣的深浅，若非在月光之下，便看不真切这一毫一厘。他这才想起，这件器物为何名为「镂月裁云。」"
"304","Light_cones","智识","早餐的仪式感","https://act-upload.mihoyo.com/sr-wiki/2023/04/23/288909604/78969b6e9fdd78edd914a97568b562b9_323702472035878845.png",545,"https://uploadstatic.mihoyo.com/sr-wiki/2022/10/29/26436641/9dd2b3d3247d1c1146850b74ccd9407f_1416484948335056980.png","四星","虽然餐桌已经摆好……有人要先喝一杯红茶；有人要先拍一张照片；有人要先读一份报纸；有人要先记一页笔记；有人要先玩一会手机；「都给我趁热吃帕！」"
"311","Light_cones","智识","今日亦是和平的一日","https://act-upload.mihoyo.com/sr-wiki/2023/04/23/288909604/4ca74a16203b5fa8ea1406a1f420a6f0_4391146475806241313.png",546,"https://uploadstatic.mihoyo.com/sr-wiki/2022/10/29/26436641/2fd4b45d96d99d7d997f9f8a3fa3c1ed_4816142792595223519.png","四星","牌戏的新玩法刚有眉头，午休又借了藏书。掐指一算余下的工作慢慢做，正好能做到下班。她不慌不忙，躲入一隅。美好的闲散时光，绝不能被任何人打扰——就算是符太卜也不能。只是万一，要是有个万一……「就把这奶糖团子给符太卜。吃了甜食，总该消气罢！」"
"321","Light_cones","巡猎","重返幽冥","https://uploadstatic.mihoyo.com/sr-wiki/2022/10/29/26436641/16f9a030ed7fe854f3fffbecdac8a789_688821343271629863.png",547,"https://act-upload.mihoyo.com/sr-wiki/2023/04/23/214441058/d11e5a438127da770a60c92a7f43c0b3_5500736395832561410.png","四星","棺内漆黑一片，她能听见姐姐所听见的。如今在姐姐身边，她却什么都听不见。只有心底的声音越来越响。「姐姐的身体冷冷的。」 「姐姐的身体不会动。」 愤怒的潮水将她淹没，义无反顾，她已来不及想起——「姐姐的身体，很早以前就是冷的了。」"
"328","Light_cones","毁灭","汪！散步时间！","https://uploadstatic.mihoyo.com/sr-wiki/2022/10/29/26436641/fbf6fc9ad6370ee4085e3cd4cab4aa82_7383214087904933952.png",548,"https://act-upload.mihoyo.com/sr-wiki/2023/04/23/214441058/24f5e7142abe6d1150f8761f4b456af7_5531337250244724620.png","四星","可惜没人看到…看到它抽鼻子，四处嗅嗅，钻入无人的小路。可惜没人看到…看到它收起爪子，按下密码，投入自由的怀抱。可惜没人看到…一只成熟的小狗，早就学会自己去太空散步了！"
"335","Light_cones","毁灭","无处可逃","https://act-upload.mihoyo.com/sr-wiki/2023/04/23/288909604/4b55a4ec5d69e1e272b79849d6472238_1594405313874389868.png",549,"https://uploadstatic.mihoyo.com/sr-wiki/2022/10/29/26436641/a62d61c390c5cd6b86e762007e4d16a8_4882275813908161920.png","四星","他并非第一次见到这个男人。不知从何时起，男人就像他身下的一道阴影。无论以长枪贯穿多少次，总会再次出现。他不会输，但也赢不了。他想逃，但也无处可逃。"
"342","Light_cones","同谐","调和","https://act-upload.mihoyo.com/sr-wiki/2023/04/22/103492603/4256ba1c0a919e369ead3b0eb9584f97_132881214849310263.png",550,"https://act-upload.mihoyo.com/sr-wiki/2023/04/22/103492603/cd154c556a53c6ec822168ff66d26377_272095412440610487.png","三星","自时光中凝取的稀薄力量。正是所有微不足道的刹那，编织成了壮绝的命运。「还有什么比消除不谐音律更愉快的事么。」"
"349","Light_cones","虚无","匿影","https://act-upload.mihoyo.com/sr-wiki/2023/04/22/103492603/c12a85671c8615f396cb25d5a300a3bf_2155787248353687245.png",551,"https://act-upload.mihoyo.com/sr-wiki/2023/04/22/103492603/9c28473329ceaeb38062472ac9ee4faf_830316643183439369.png","三星","自时光中凝取的稀薄力量。正是所有为不做到的刹那，编织成了壮绝的命运。「虚无也许会找到我们，但它很可能不会。」"
"356","Light_cones","存护","开疆","https://act-upload.mihoyo.com/sr-wiki/2023/04/22/103492603/0478a6b7a63534e7051a037edf6efa43_2902336058745709661.png",552,"https://act-upload.mihoyo.com/sr-wiki/2023/04/22/103492603/68d74cab85ed3b18d0af53a7153789ff_5243782486011040906.png","三星","自时光中凝取的稀薄力量。正是所有微不足道的刹那,编织成了壮绝的命运。「无依无靠时日已洛场，公司将与诸位携手相助。」"
"363","Light_cones","丰饶","蕃息","https://act-upload.mihoyo.com/sr-wiki/2023/04/22/103492603/4ebe95ba0b652249d4df240a2c9e42e7_7231210955498652445.png",553,"https://act-upload.mihoyo.com/sr-wiki/2023/04/22/103492603/4226405046091948332f5652b63561ce_480292217457945874.png","三星","自时光中凝取的稀薄力量。正是所有为不做到的刹那，编织成了壮绝的命运。「当生命失却意蕴时，请继续赐以生命。」"
"370","Light_cones","智识","睿见","https://act-upload.mihoyo.com/sr-wiki/2023/04/22/103492603/fbd5a54695e361b18e21554b7be7ec00_267654002039095312.png",554,"https://act-upload.mihoyo.com/sr-wiki/2023/04/22/103492603/9294ce18107c75c57fdf076b1e98858c_4510296046294745146.png","三星","自时光中凝取的稀薄力量。正是所有微不足道的刹那，编织成了壮绝的命运。「智慧之人如果无法抛弃人的身份，则会被智慧抛弃。」"
"377","Light_cones","巡猎","相抗","https://act-upload.mihoyo.com/sr-wiki/2023/04/22/103492603/a3d3d6e0b655d58e10752fa296219822_7441016946411320344.png",555,"https://act-upload.mihoyo.com/sr-wiki/2023/04/22/103492603/3ad509d6a35642db99215e75e0ffc904_1118416533808255761.png","三星","自时光中凝取的稀薄力量。正是所有微不足道的刹那，编织成了壮绝的命运。「为自由而战的人不会死，他的故事将被永远传唱。」"
"384","Light_cones","毁灭","俱殁","https://act-upload.mihoyo.com/sr-wiki/2023/04/22/103492603/e96e55825c223bc667c2f995e09e5a13_797242412374073605.png",556,"https://act-upload.mihoyo.com/sr-wiki/2023/04/22/103492603/61ccd338522dbd2fd811b67fb7328f62_1524050847832944374.png","三星","自时光中凝取的稀薄力量。正是所有微不足道的刹那，编织成了壮绝的命运。「如何使星球的过往更完美？现在，立刻，撕碎他。」"
"391","Light_cones","巡猎","如泥酣眠","https://act-upload.mihoyo.com/sr-wiki/2023/04/23/288909604/726272cbc5eb8f4a3b208d64d6dd87ec_705272260518831196.png",566,"https://act-upload.mihoyo.com/sr-wiki/2023/04/23/214441058/852c6e73eaa519a1aecd22ec7b8b3219_5460493121933647197.png","五星","即使已在将军的肩头酣然睡去，男孩的手中仍紧紧握着剑。他轻轻拍了拍男孩的脸颊,只听到他嘟囔着。「将军...终于...我赢了......」他愣了愣，突然意识到相比起每天都在努力成长的男孩，自己早已度过了漫长的岁月，也早已习惯「不变」。「很快，你就会赢过所有人。在那之后，才是开始…...」"
"398","Light_cones","丰饶","时节不居","https://act-upload.mihoyo.com/sr-wiki/2023/04/23/288909604/64e8d547966025e215a7c9c1dac8e64d_3092683375285531384.png",567,"https://act-upload.mihoyo.com/sr-wiki/2023/04/22/214441058/f07c8391a0a681e71c28f40a213cf135_2056605902862788549.png","五星","配制薄荷、荆芥等辛温之药时，窗外就开花了。配制香薷、生姜等辛热之药时，窗外就下雨了。配制芍药、乌梅等酸温之药时，窗外就落叶了。配制黄芩、知母等苦寒之药时，窗外就飘雪了。时节不居，岁月如流，但这扇窗，坐在窗边的人，依旧未变。"
